name,fr3_contact_positions,fr3_contact_fraction,fr3_buried_mean,fr3_min_dist_mean,fr3_pack_res_total_mean,fr3_pack_res_cdr_mean,fr3_pack_res_fr_mean,fr3_pack_atom_total_mean,fr3_pack_atom_cdr_mean,fr3_pack_atom_fr_mean,fr3_rmsd_to_ref,pdb
Podentamig1,4,0.10526315789473684,0.6679382128166609,9.502850275206578,13.342105263157896,0.7631578947368421,12.578947368421053,66.84210526315789,2.8157894736842106,64.02631578947368,5.8920974072975785,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Podentamig1\rank0_unrefined_contig.pdb
Podentamig2,9,0.23684210526315788,0.6824412120841572,8.713096615815738,13.131578947368421,0.9736842105263158,12.157894736842104,67.8157894736842,4.7894736842105265,63.026315789473685,5.706636960980238,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Podentamig2\rank0_unrefined_contig.pdb
Porustobart,9,0.23684210526315788,0.6906977952313003,8.92910965312065,13.526315789473685,1.0526315789473684,12.473684210526315,68.28947368421052,4.0,64.28947368421052,3.365615130688017,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Porustobart\rank0_unrefined_contig.pdb
Produvofusp,10,0.2631578947368421,0.7009933579315959,8.744360880639498,13.763157894736842,1.236842105263158,12.526315789473685,69.63157894736842,5.657894736842105,63.973684210526315,0.14378720231032088,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Produvofusp\rank0_unrefined_contig.pdb
Pumitamig2,11,0.2894736842105263,0.6949471054416263,8.880669577018706,13.552631578947368,1.0789473684210527,12.473684210526315,69.92105263157895,4.7105263157894735,65.21052631578948,0.27974485225158274,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Pumitamig2\rank0_unrefined_contig.pdb
Rimteravimab,10,0.2631578947368421,0.6924629778800612,8.777700883264657,13.631578947368421,1.131578947368421,12.5,69.21052631578948,4.894736842105263,64.3157894736842,0.17782688879355116,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Rimteravimab\rank0_unrefined_contig.pdb
Simridarlimab,11,0.2894736842105263,0.6748340610354594,9.074217866548242,13.289473684210526,1.0263157894736843,12.263157894736842,64.0,3.8157894736842106,60.18421052631579,3.241291973278006,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Simridarlimab\rank0_unrefined_contig.pdb
Sonelokimab1,11,0.2894736842105263,0.6942138844548106,8.542156200413618,13.578947368421053,0.9736842105263158,12.605263157894736,69.21052631578948,4.552631578947368,64.65789473684211,0.4149755448257012,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Sonelokimab1\rank0_unrefined_contig.pdb
Sonelokimab2,9,0.23684210526315788,0.6715559831942698,9.02478342927783,13.263157894736842,0.8421052631578947,12.421052631578947,67.1842105263158,3.6578947368421053,63.526315789473685,5.930703297233882,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Sonelokimab2\rank0_unrefined_contig.pdb
Sonelokimab (M1095),11,0.2894736842105263,0.6942138844548106,8.542156200413618,13.578947368421053,0.9736842105263158,12.605263157894736,69.21052631578948,4.552631578947368,64.65789473684211,0.4149755448257012,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Sonelokimab_M1095\rank0_unrefined_contig.pdb
Tarperprumig,10,0.2631578947368421,0.6928012179190285,8.381469640560677,13.447368421052632,1.1578947368421053,12.289473684210526,67.47368421052632,4.657894736842105,62.81578947368421,3.2885663144005,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Tarperprumig\rank0_unrefined_contig.pdb
Tixentamig,9,0.23684210526315788,0.6831975147014726,8.897295960229016,12.947368421052632,0.9210526315789473,12.026315789473685,66.1842105263158,4.421052631578948,61.76315789473684,5.7591238424035,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Tixentamig\rank0_unrefined_contig.pdb
VHH-ADC (HER2-MMAE),10,0.2631578947368421,0.7003455332846832,8.978309635422876,13.447368421052632,1.0,12.447368421052632,69.3157894736842,4.5,64.8157894736842,4.519431799894465e-15,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\VHH-ADC_HER2-MMAE\rank0_unrefined_contig.pdb
VHH-Cell Therapy (VHH-T cell engager),9,0.23684210526315788,0.6824412120841572,8.713096615815738,13.131578947368421,0.9736842105263158,12.157894736842104,67.8157894736842,4.7894736842105265,63.026315789473685,5.706636960980238,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\VHH-Cell_Therapy_VHH-T_cell_engager\rank0_unrefined_contig.pdb
Vobarilizumab,8,0.21052631578947367,0.6768407764242181,9.252434390238758,13.210526315789474,0.7894736842105263,12.421052631578947,66.28947368421052,3.210526315789474,63.078947368421055,3.4057726641427633,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\vhh_clinical_39_union\immunebuilder_models\Vobarilizumab\rank0_unrefined_contig.pdb
