sequence_id,cluster_id,length
M99675|IGHV3-48*01|Homo,cdr1_L8_C5,8
AB019438|IGHV3-48*02|Homo,cdr1_L8_C5,8
BK063799|IGHV3-48*03|Homo,cdr1_L8_C5,8
HM855336|IGHV3-48*04|Homo,cdr1_L8_C5,8
M99678|IGHV3-52*01|Homo,cdr1_L8_C5,8
AC279961|IGHV3-52*02|Homo,cdr1_L8_C5,8
J00237|IGHV3-52*03|Homo,cdr1_L8_C5,8
M99649|IGHV3-7*01|Homo,cdr1_L8_C5,8
X92288|IGHV3-7*02|Homo,cdr1_L8_C5,8
HM855666|IGHV3-7*03|Homo,cdr1_L8_C5,8
MN337620|IGHV3-7*04|Homo,cdr1_L8_C5,8
MN337619|IGHV3-7*05|Homo,cdr1_L8_C5,8
AB019437|IGHV3-74*01|Homo,cdr1_L8_C5,8
Z17392|IGHV3-74*02|Homo,cdr1_L8_C5,8
J00239|IGHV3-74*03|Homo,cdr1_L8_C5,8
HM855939|IGHV3-NL1*01|Homo,cdr1_L8_C5,8
AM939714|IGHV3S18*01|Vicugna,cdr1_L8_C6,8
AM939744|IGHV3S45*01|Vicugna,cdr1_L8_C6,8
AM939763|IGHV3S55*01|Vicugna,cdr1_L8_C6,8
AM939764|IGHV3S56*01|Vicugna,cdr1_L8_C6,8
AM939716|IGHV3S2*01|Vicugna,cdr1_L8_C7,8
AM939728|IGHV3S3*01|Vicugna,cdr1_L8_C7,8
AM939750|IGHV3S7*01|Vicugna,cdr1_L8_C7,8
M29813|IGHV3-60*06|Homo,cdr1_L8_C7,8
AB019437|IGHV3-62*01|Homo,cdr1_L8_C7,8
BK063799|IGHV3-62*03|Homo,cdr1_L8_C7,8
MK540647|IGHV3-62*04|Homo,cdr1_L8_C7,8
X70197|IGHV3-73*01|Homo,cdr1_L8_C7,8
AB019437|IGHV3-73*02|Homo,cdr1_L8_C7,8
AM939718|IGHV3S20*01|Vicugna,cdr1_L8_C8,8
X92206|IGHV3-72*01|Homo,cdr1_L8_C8,8
AM939731|IGHV3S32*01|Vicugna,cdr1_L8_C9,8
AM939733|IGHV3S34*01|Vicugna,cdr1_L8_C9,8
AM939717|IGHV3S38*01|Vicugna,cdr1_L8_C9,8
AM939745|IGHV3S46*01|Vicugna,cdr1_L8_C9,8
AM939746|IGHV3S47*01|Vicugna,cdr1_L8_C9,8
AM939747|IGHV3S48*01|Vicugna,cdr1_L8_C9,8
AM773548|IGHV3S53*01|Vicugna,cdr1_L8_C10,8
AM939756|IGHV3S54*01|Vicugna,cdr1_L8_C10,8
AM939754|IGHV3S60*01|Vicugna,cdr1_L8_C11,8
AM939757|IGHV3S61*01|Vicugna,cdr1_L8_C11,8
AM939758|IGHV3S62*01|Vicugna,cdr1_L8_C11,8
AM939759|IGHV3S63*01|Vicugna,cdr1_L8_C11,8
AM939760|IGHV3S64*01|Vicugna,cdr1_L8_C11,8
AM939761|IGHV3S65*01|Vicugna,cdr1_L8_C11,8
AM939755|IGHV3S68*01|Vicugna,cdr1_L8_C12,8
M99652|IGHV3-11*01|Homo,cdr1_L8_C13,8
X92287|IGHV3-11*03|Homo,cdr1_L8_C13,8
IMGT000176|IGHV3-11*04|Homo,cdr1_L8_C13,8
BK063801|IGHV3-11*05|Homo,cdr1_L8_C13,8
KC713940|IGHV3-11*06|Homo,cdr1_L8_C13,8
M99659|IGHV3-22*01|Homo,cdr1_L8_C13,8
AB019439|IGHV3-22*02|Homo,cdr1_L8_C13,8
AJ879484|IGHV3-69-1*01|Homo,cdr1_L8_C13,8
AJ879485|IGHV3-69-1*02|Homo,cdr1_L8_C13,8
AB019437|IGHV3-71*01|Homo,cdr1_L8_C13,8
HM855875|IGHV3-71*02|Homo,cdr1_L8_C13,8
IMGT000175|IGHV3-71*03|Homo,cdr1_L8_C13,8
MK540648|IGHV3-71*04|Homo,cdr1_L8_C13,8
M99653|IGHV3-13*02|Homo,cdr1_L8_C14,8
M99655|IGHV3-16*01|Homo,cdr1_L8_C14,8
AB019440|IGHV3-16*02|Homo,cdr1_L8_C14,8
BK063801|IGHV3-16*03|Homo,cdr1_L8_C14,8
IMGT000176|IGHV3-16*04|Homo,cdr1_L8_C14,8
M99656|IGHV3-19*01|Homo,cdr1_L8_C14,8
IMGT000111|IGHV3-19*02|Homo,cdr1_L8_C14,8
M99666|IGHV3-35*01|Homo,cdr1_L8_C14,8
AC280057|IGHV3-35*02|Homo,cdr1_L8_C14,8
X92216|IGHV3-15*01|Homo,cdr1_L8_C15,8
M99654|IGHV3-15*02|Homo,cdr1_L8_C15,8
M99408|IGHV3-15*03|Homo,cdr1_L8_C15,8
M99402|IGHV3-15*04|Homo,cdr1_L8_C15,8
M99403|IGHV3-15*05|Homo,cdr1_L8_C15,8
M99404|IGHV3-15*06|Homo,cdr1_L8_C15,8
M99406|IGHV3-15*07|Homo,cdr1_L8_C15,8
M99400|IGHV3-15*08|Homo,cdr1_L8_C15,8
IMGT000112|IGHV3-15*09|Homo,cdr1_L8_C15,8
M99661|IGHV3-25*01|Homo,cdr1_L8_C16,8
AB019439|IGHV3-25*02|Homo,cdr1_L8_C16,8
AC245166|IGHV3-25*03|Homo,cdr1_L8_C16,8
HM855898|IGHV3-25*04|Homo,cdr1_L8_C16,8
AC280062|IGHV3-25*05|Homo,cdr1_L8_C16,8
M62737|IGHV3-30*08|Homo,cdr1_L8_C17,8
IMGT000056|IGHV3-33*07|Homo,cdr1_L8_C18,8
M99669|IGHV3-38*01|Homo,cdr1_L8_C19,8
AB019439|IGHV3-38*02|Homo,cdr1_L8_C19,8
KC713943|IGHV3-38*03|Homo,cdr1_L8_C19,8
KF698732|IGHV3-38-3*01|Homo,cdr1_L8_C19,8
IMGT000111|IGHV3-38-3*02|Homo,cdr1_L8_C19,8
M99679|IGHV3-53*01|Homo,cdr1_L8_C19,8
KF698735|IGHV3-53*02|Homo,cdr1_L8_C19,8
J03617|IGHV3-53*03|Homo,cdr1_L8_C19,8
IMGT000158|IGHV3-53*04|Homo,cdr1_L8_C19,8
MK308860|IGHV3-53*05|Homo,cdr1_L8_C19,8
IMGT000112|IGHV3-53*06|Homo,cdr1_L8_C19,8
X92218|IGHV3-66*01|Homo,cdr1_L8_C19,8
AB019437|IGHV3-66*03|Homo,cdr1_L8_C19,8
X70208|IGHV3-66*04|Homo,cdr1_L8_C19,8
BK063799|IGHV3-41*02|Homo,cdr1_L8_C20,8
BK063799|IGHV3-47*01|Homo,cdr1_L8_C21,8
AB019438|IGHV3-47*02|Homo,cdr1_L8_C21,8
M99401|IGHV3-49*02|Homo,cdr1_L8_C22,8
AM773548|IGHV4S1*01|Vicugna,cdr1_L10_C23,10
AM939702|IGHV4S10*01|Vicugna,cdr1_L10_C23,10
AM939703|IGHV4S11*01|Vicugna,cdr1_L10_C23,10
AM939769|IGHV4S2*01|Vicugna,cdr1_L10_C23,10
AM939770|IGHV4S3*01|Vicugna,cdr1_L10_C23,10
AM939772|IGHV4S5*01|Vicugna,cdr1_L10_C23,10
AM939773|IGHV4S6*01|Vicugna,cdr1_L10_C23,10
AM939704|IGHV4S7*01|Vicugna,cdr1_L10_C23,10
AM939705|IGHV4S8*01|Vicugna,cdr1_L10_C23,10
AM939706|IGHV4S9*01|Vicugna,cdr1_L10_C23,10
VHH_SCF_08,cdr1_L1_C24,1
HUMAN_VH3_SCF_21,cdr1_L1_C24,1
AB019439|IGHV3-29*01|Homo,cdr1_L7_C25,7
BK063800|IGHV3-29*02|Homo,cdr1_L7_C25,7
KC162924|IGHV3-30-22*01|Homo,cdr1_L7_C25,7
AC244456|IGHV3-30-42*01|Homo,cdr1_L7_C25,7
IMGT000158|IGHV3-30-42*03|Homo,cdr1_L7_C25,7
AB019439|IGHV3-32*01|Homo,cdr1_L7_C25,7
IMGT000177|IGHV3-32*02|Homo,cdr1_L7_C25,7
AB019439|IGHV3-30-2*01|Homo,cdr1_L7_C26,7
IMGT000173|IGHV3-30-2*03|Homo,cdr1_L7_C26,7
AC244456|IGHV3-30-33*01|Homo,cdr1_L7_C26,7
IMGT000177|IGHV3-30-33*02|Homo,cdr1_L7_C26,7
AC244456|IGHV3-30-52*01|Homo,cdr1_L7_C26,7
AB019439|IGHV3-33-2*01|Homo,cdr1_L7_C26,7
M99680|IGHV3-54*01|Homo,cdr1_L7_C26,7
X92215|IGHV3-54*02|Homo,cdr1_L7_C26,7
AB019438|IGHV3-54*04|Homo,cdr1_L7_C26,7
IMGT000177|IGHV3-54*07|Homo,cdr1_L7_C26,7
M99681|IGHV3-63*01|Homo,cdr1_L7_C26,7
IMGT000058|IGHV3-63*02|Homo,cdr1_L7_C26,7
BK068299|IGHV3-63*03|Homo,cdr1_L7_C26,7
HUMAN_VH3_SCF_11,cdr1_L4_C27,4
HUMAN_VH3_SCF_19,cdr1_L4_C28,4
HUMAN_VH3_SCF_20,cdr1_L2_C29,2
HUMAN_VH3_SCF_29,cdr1_L5_C30,5
