antibody_1,strategy_1,antibody_2,strategy_2,fr2_identity_pct
Letolizumab,BM,Vobarilizumab,SR,70.58823529411765
Ozekibart,BM,Brivekimig1,Native,88.23529411764706
Ozekibart,BM,Brivekimig2,BM,64.70588235294117
Ozekibart,BM,Caplacizumab,SR,82.35294117647058
Ozekibart,BM,Enristomig,BM,64.70588235294117
Ozekibart,BM,Envafolimab,SR,76.47058823529412
Ozekibart,BM,Erfonrilimab,SR,76.47058823529412
Ozekibart,BM,Gefurulimab,BM,88.23529411764706
Ozekibart,BM,Gocatamig2,BM,58.82352941176471
Ozekibart,BM,Isecarosmab,Native,88.23529411764706
Ozekibart,BM,Letolizumab,BM,70.58823529411765
Ozekibart,BM,Ozoralizumab,SR,64.70588235294117
Ozekibart,BM,Podentamig1,Native,70.58823529411765
Ozekibart,BM,Porustobart,BM,64.70588235294117
Ozekibart,BM,Rimteravimab,SR,88.23529411764706
Ozekibart,BM,Sonelokimab1,Native,82.35294117647058
Ozekibart,BM,Sonelokimab2,SR,88.23529411764706
Ozekibart,BM,Tarperprumig,BM,88.23529411764706
Ozekibart,BM,Vobarilizumab,SR,64.70588235294117
Ozoralizumab,SR,Brivekimig1,Native,52.94117647058824
Ozoralizumab,SR,Brivekimig2,BM,82.35294117647058
Ozoralizumab,SR,Caplacizumab,SR,64.70588235294117
Ozoralizumab,SR,Enristomig,BM,64.70588235294117
Ozoralizumab,SR,Envafolimab,SR,58.82352941176471
Ozoralizumab,SR,Erfonrilimab,SR,58.82352941176471
Ozoralizumab,SR,Gefurulimab,BM,58.82352941176471
Ozoralizumab,SR,Gocatamig2,BM,52.94117647058824
Ozoralizumab,SR,Isecarosmab,Native,58.82352941176471
Ozoralizumab,SR,Letolizumab,BM,82.35294117647058
Ozoralizumab,SR,Ozekibart,BM,64.70588235294117
Ozoralizumab,SR,Podentamig1,Native,52.94117647058824
Ozoralizumab,SR,Porustobart,BM,88.23529411764706
Ozoralizumab,SR,Rimteravimab,SR,58.82352941176471
Ozoralizumab,SR,Sonelokimab1,Native,47.05882352941176
Ozoralizumab,SR,Sonelokimab2,SR,58.82352941176471
Ozoralizumab,SR,Tarperprumig,BM,58.82352941176471
Ozoralizumab,SR,Vobarilizumab,SR,64.70588235294117
Podentamig1,Native,Brivekimig1,Native,76.47058823529412
Podentamig1,Native,Brivekimig2,BM,52.94117647058824
Podentamig1,Native,Caplacizumab,SR,82.35294117647058
Podentamig1,Native,Enristomig,BM,70.58823529411765
Podentamig1,Native,Envafolimab,SR,64.70588235294117
Podentamig1,Native,Erfonrilimab,SR,64.70588235294117
Podentamig1,Native,Gefurulimab,BM,64.70588235294117
Podentamig1,Native,Gocatamig2,BM,76.47058823529412
Podentamig1,Native,Isecarosmab,Native,70.58823529411765
Podentamig1,Native,Letolizumab,BM,58.82352941176471
Podentamig1,Native,Ozekibart,BM,70.58823529411765
Podentamig1,Native,Ozoralizumab,SR,52.94117647058824
Podentamig1,Native,Porustobart,BM,52.94117647058824
Podentamig1,Native,Rimteravimab,SR,70.58823529411765
Podentamig1,Native,Sonelokimab1,Native,64.70588235294117
Podentamig1,Native,Sonelokimab2,SR,76.47058823529412
Podentamig1,Native,Tarperprumig,BM,64.70588235294117
Podentamig1,Native,Vobarilizumab,SR,76.47058823529412
Porustobart,BM,Brivekimig1,Native,52.94117647058824
Porustobart,BM,Brivekimig2,BM,88.23529411764706
Porustobart,BM,Caplacizumab,SR,64.70588235294117
Porustobart,BM,Enristomig,BM,70.58823529411765
Porustobart,BM,Envafolimab,SR,58.82352941176471
Porustobart,BM,Erfonrilimab,SR,58.82352941176471
Porustobart,BM,Gefurulimab,BM,58.82352941176471
Porustobart,BM,Gocatamig2,BM,52.94117647058824
Porustobart,BM,Isecarosmab,Native,58.82352941176471
Porustobart,BM,Letolizumab,BM,82.35294117647058
Porustobart,BM,Ozekibart,BM,64.70588235294117
Porustobart,BM,Ozoralizumab,SR,88.23529411764706
Porustobart,BM,Podentamig1,Native,52.94117647058824
Porustobart,BM,Rimteravimab,SR,58.82352941176471
Porustobart,BM,Sonelokimab1,Native,47.05882352941176
Porustobart,BM,Sonelokimab2,SR,58.82352941176471
Porustobart,BM,Tarperprumig,BM,58.82352941176471
Porustobart,BM,Vobarilizumab,SR,64.70588235294117
Rimteravimab,SR,Brivekimig1,Native,88.23529411764706
Rimteravimab,SR,Brivekimig2,BM,58.82352941176471
Rimteravimab,SR,Caplacizumab,SR,82.35294117647058
Rimteravimab,SR,Enristomig,BM,64.70588235294117
Rimteravimab,SR,Envafolimab,SR,82.35294117647058
Rimteravimab,SR,Erfonrilimab,SR,82.35294117647058
Rimteravimab,SR,Gefurulimab,BM,76.47058823529412
Rimteravimab,SR,Gocatamig2,BM,64.70588235294117
Rimteravimab,SR,Isecarosmab,Native,94.11764705882352
Rimteravimab,SR,Letolizumab,BM,64.70588235294117
Rimteravimab,SR,Ozekibart,BM,88.23529411764706
Rimteravimab,SR,Ozoralizumab,SR,58.82352941176471
Rimteravimab,SR,Podentamig1,Native,70.58823529411765
Rimteravimab,SR,Porustobart,BM,58.82352941176471
Rimteravimab,SR,Sonelokimab1,Native,76.47058823529412
Rimteravimab,SR,Sonelokimab2,SR,88.23529411764706
Rimteravimab,SR,Tarperprumig,BM,76.47058823529412
Rimteravimab,SR,Vobarilizumab,SR,70.58823529411765
Sonelokimab1,Native,Brivekimig1,Native,82.35294117647058
Sonelokimab1,Native,Brivekimig2,BM,47.05882352941176
Sonelokimab1,Native,Caplacizumab,SR,70.58823529411765
Sonelokimab1,Native,Enristomig,BM,52.94117647058824
Sonelokimab1,Native,Envafolimab,SR,64.70588235294117
Sonelokimab1,Native,Erfonrilimab,SR,64.70588235294117
Sonelokimab1,Native,Gefurulimab,BM,76.47058823529412
Sonelokimab1,Native,Gocatamig2,BM,52.94117647058824
Sonelokimab1,Native,Isecarosmab,Native,76.47058823529412
Sonelokimab1,Native,Letolizumab,BM,52.94117647058824
Sonelokimab1,Native,Ozekibart,BM,82.35294117647058
Sonelokimab1,Native,Ozoralizumab,SR,47.05882352941176
Sonelokimab1,Native,Podentamig1,Native,64.70588235294117
Sonelokimab1,Native,Porustobart,BM,47.05882352941176
Sonelokimab1,Native,Rimteravimab,SR,76.47058823529412
Sonelokimab1,Native,Sonelokimab2,SR,76.47058823529412
Sonelokimab1,Native,Tarperprumig,BM,76.47058823529412
Sonelokimab1,Native,Vobarilizumab,SR,52.94117647058824
Sonelokimab2,SR,Brivekimig1,Native,88.23529411764706
Sonelokimab2,SR,Brivekimig2,BM,58.82352941176471
Sonelokimab2,SR,Caplacizumab,SR,82.35294117647058
Sonelokimab2,SR,Enristomig,BM,58.82352941176471
Sonelokimab2,SR,Envafolimab,SR,76.47058823529412
Sonelokimab2,SR,Erfonrilimab,SR,76.47058823529412
Sonelokimab2,SR,Gefurulimab,BM,76.47058823529412
Sonelokimab2,SR,Gocatamig2,BM,64.70588235294117
Sonelokimab2,SR,Isecarosmab,Native,88.23529411764706
Sonelokimab2,SR,Letolizumab,BM,64.70588235294117
Sonelokimab2,SR,Ozekibart,BM,88.23529411764706
Sonelokimab2,SR,Ozoralizumab,SR,58.82352941176471
Sonelokimab2,SR,Podentamig1,Native,76.47058823529412
Sonelokimab2,SR,Porustobart,BM,58.82352941176471
Sonelokimab2,SR,Rimteravimab,SR,88.23529411764706
Sonelokimab2,SR,Sonelokimab1,Native,76.47058823529412
Sonelokimab2,SR,Tarperprumig,BM,76.47058823529412
Sonelokimab2,SR,Vobarilizumab,SR,70.58823529411765
Tarperprumig,BM,Brivekimig1,Native,82.35294117647058
Tarperprumig,BM,Brivekimig2,BM,58.82352941176471
Tarperprumig,BM,Caplacizumab,SR,70.58823529411765
Tarperprumig,BM,Enristomig,BM,64.70588235294117
Tarperprumig,BM,Envafolimab,SR,76.47058823529412
Tarperprumig,BM,Erfonrilimab,SR,76.47058823529412
Tarperprumig,BM,Gefurulimab,BM,100.0
Tarperprumig,BM,Gocatamig2,BM,64.70588235294117
Tarperprumig,BM,Isecarosmab,Native,76.47058823529412
Tarperprumig,BM,Letolizumab,BM,58.82352941176471
Tarperprumig,BM,Ozekibart,BM,88.23529411764706
Tarperprumig,BM,Ozoralizumab,SR,58.82352941176471
Tarperprumig,BM,Podentamig1,Native,64.70588235294117
Tarperprumig,BM,Porustobart,BM,58.82352941176471
Tarperprumig,BM,Rimteravimab,SR,76.47058823529412
Tarperprumig,BM,Sonelokimab1,Native,76.47058823529412
Tarperprumig,BM,Sonelokimab2,SR,76.47058823529412
Tarperprumig,BM,Vobarilizumab,SR,64.70588235294117
Vobarilizumab,SR,Brivekimig1,Native,64.70588235294117
Vobarilizumab,SR,Brivekimig2,BM,64.70588235294117
Vobarilizumab,SR,Caplacizumab,SR,82.35294117647058
Vobarilizumab,SR,Enristomig,BM,64.70588235294117
Vobarilizumab,SR,Envafolimab,SR,76.47058823529412
Vobarilizumab,SR,Erfonrilimab,SR,76.47058823529412
Vobarilizumab,SR,Gefurulimab,BM,64.70588235294117
Vobarilizumab,SR,Gocatamig2,BM,88.23529411764706
Vobarilizumab,SR,Isecarosmab,Native,76.47058823529412
Vobarilizumab,SR,Letolizumab,BM,70.58823529411765
Vobarilizumab,SR,Ozekibart,BM,64.70588235294117
Vobarilizumab,SR,Ozoralizumab,SR,64.70588235294117
Vobarilizumab,SR,Podentamig1,Native,76.47058823529412
Vobarilizumab,SR,Porustobart,BM,64.70588235294117
Vobarilizumab,SR,Rimteravimab,SR,70.58823529411765
Vobarilizumab,SR,Sonelokimab1,Native,52.94117647058824
Vobarilizumab,SR,Sonelokimab2,SR,70.58823529411765
Vobarilizumab,SR,Tarperprumig,BM,64.70588235294117
